Amount,AmountCurrency,CandidateBpsFromBest,CandidateExpectedFillPrice,CandidateExpectedFillQty,CandidateLiquidityBucketIdx,CandidateMarket,CandidateMarketBestBid,CandidateMarketBestOffer,Currency,DealtCurrency,Fee,FeeCurrency,Market,MarketOrderID,MarketTradeID,OrderID,Price,PriceAllIn,Quantity,Side,Symbol,Timestamp,TradeID,TransactTime
42.5819646,USDT,0,0.02102159,2024.82,0,okex,0.02103,0.02104,FLR,FLR,0.01703278584,USDT,okex,2706981759051669504,13561968,87526ab1-e9a2-4d6e-920f-ab05c399ea9a,0.02103,0.02102159,2024.82,Sell,FLR-USDT,2025-07-22T09:32:23.110421Z,81e1de3f-8762-4aad-98ee-6d847291b05c,2025-07-22T09:32:23.082000Z
41.872239,USDT,0,0.02104158,1989.18,0,okex,0.02105,0.02107,FLR,FLR,0.0167488956,USDT,okex,2706983772082708480,13561977,87526ab1-e9a2-4d6e-920f-ab05c399ea9a,0.02105,0.02104158,1989.18,Sell,FLR-USDT,2025-07-22T09:33:23.103068Z,0ec17a95-e02f-4a1b-ae25-adecdaf540f5,2025-07-22T09:33:23.075000Z
9.052254,USDT,-0.71,0.02105347,429.75,0,bybit,0.021064,0.021081,FLR,FLR,0.004526127,USDT,bybit,2000186931501335808,2260000001242369490,87526ab1-e9a2-4d6e-920f-ab05c399ea9a,0.021064,0.02105347,429.75,Sell,FLR-USDT,2025-07-22T09:34:23.112555Z,94f7790d-db2c-423f-a162-62552112903a,2025-07-22T09:34:23.074000Z
35.2525446,USDT,0.18,0.02105158,1673.91,0,okex,0.02106,0.02108,FLR,FLR,0.01410101784,USDT,okex,2706985785751281664,13561979,87526ab1-e9a2-4d6e-920f-ab05c399ea9a,0.02106,0.02105158,1673.91,Sell,FLR-USDT,2025-07-22T09:34:23.118104Z,f9ce073c-a6d6-4cd6-a742-440d285f8cf4,2025-07-22T09:34:23.086000Z
33.0806268,USDT,0,0.02105158,1945.76,0,okex,0.02106,0.02108,FLR,FLR,0.01323225072,USDT,okex,2706987798446776321,13561981,87526ab1-e9a2-4d6e-920f-ab05c399ea9a,0.02106,0.02105158,1570.78,Sell,FLR-USDT,2025-07-22T09:35:23.102486Z,ea19d072-d9ad-482c-bcf3-d4954ca632b6,2025-07-22T09:35:23.069000Z
7.8970788,USDT,0,0.02105158,1945.76,0,okex,0.02106,0.02108,FLR,FLR,0.00315883152,USDT,okex,2706987798446776321,13561982,87526ab1-e9a2-4d6e-920f-ab05c399ea9a,0.02106,0.02105158,374.98,Sell,FLR-USDT,2025-07-22T09:35:23.102547Z,c5c50c1d-81a0-47d5-bc4a-c13c795aeb58,2025-07-22T09:35:23.069000Z
41.5144317,USDT,0,0.02106158,1970.31,0,okex,0.02107,0.02109,FLR,FLR,0.01660577268,USDT,okex,2706989812048240640,13561984,87526ab1-e9a2-4d6e-920f-ab05c399ea9a,0.02107,0.02106157,1970.31,Sell,FLR-USDT,2025-07-22T09:36:23.113582Z,59bad542-f9b5-46da-a85c-68f368d9d06e,2025-07-22T09:36:23.079000Z
36.579292,USDT,0,0.02115154,2021.53,0,okex,0.02116,0.02119,FLR,FLR,0.0146317168,USDT,okex,2706991824911507456,13562046,87526ab1-e9a2-4d6e-920f-ab05c399ea9a,0.02116,0.02115154,1728.70,Sell,FLR-USDT,2025-07-22T09:37:23.099412Z,9ed7a4d2-6fee-4c8c-91c8-9c4bb9253b09,2025-07-22T09:37:23.068000Z
6.1962828,USDT,0,0.02115154,2021.53,0,okex,0.02116,0.02119,FLR,FLR,0.00247851312,USDT,okex,2706991824911507456,13562047,87526ab1-e9a2-4d6e-920f-ab05c399ea9a,0.02116,0.02115154,292.83,Sell,FLR-USDT,2025-07-22T09:37:23.099458Z,d145c48e-5cad-4613-a2d8-a939434a69f6,2025-07-22T09:37:23.068000Z
42.88393515,USDT,0,0.02114443,2027.13,0,bybit,0.021155,0.021171,FLR,FLR,0.021441967575,USDT,bybit,2000188944800810240,2260000001242376079,87526ab1-e9a2-4d6e-920f-ab05c399ea9a,0.021155,0.02114442,2027.13,Sell,FLR-USDT,2025-07-22T09:38:23.116109Z,15daa86c-374b-4336-8220-7469209ae78b,2025-07-22T09:38:23.077000Z
12.50549784,USDT,0,0.02108382,1956.66,0,bybit,0.021096,0.021111,FLR,FLR,0.00625274892,USDT,bybit,2000189448100513024,2260000001242377583,87526ab1-e9a2-4d6e-920f-ab05c399ea9a,0.021096,0.02108545,592.79,Sell,FLR-USDT,2025-07-22T09:39:23.114293Z,f213d9cc-32b0-45eb-ba01-3656f50c4745,2025-07-22T09:39:23.075000Z
18.72029218,USDT,0,0.02108382,1956.66,0,bybit,0.021096,0.021111,FLR,FLR,0.00936014609,USDT,bybit,2000189448100513024,2260000001242377584,87526ab1-e9a2-4d6e-920f-ab05c399ea9a,0.021094,0.02108345,887.47,Sell,FLR-USDT,2025-07-22T09:39:23.114367Z,f0733e67-61bb-48b9-9bab-94c084929301,2025-07-22T09:39:23.075000Z
10.0487052,USDT,0,0.02108382,1956.66,0,bybit,0.021096,0.021111,FLR,FLR,0.0050243526,USDT,bybit,2000189448100513024,2260000001242377585,87526ab1-e9a2-4d6e-920f-ab05c399ea9a,0.021093,0.02108245,476.40,Sell,FLR-USDT,2025-07-22T09:39:23.114416Z,3580bc29-c0c3-4525-8239-f738ade0d42e,2025-07-22T09:39:23.075000Z
21.506386,USDT,0,0.02109156,1992.55,0,okex,0.0211,0.02112,FLR,FLR,0.0086025544,USDT,okex,2706997865548128256,13562087,87526ab1-e9a2-4d6e-920f-ab05c399ea9a,0.02110,0.02109156,1019.26,Sell,FLR-USDT,2025-07-22T09:40:23.127477Z,9bd9b6ca-b571-4076-84ed-b5bca9982706,2025-07-22T09:40:23.093000Z
20.536419,USDT,0,0.02109156,1992.55,0,okex,0.0211,0.02112,FLR,FLR,0.0082145676,USDT,okex,2706997865548128256,13562088,87526ab1-e9a2-4d6e-920f-ab05c399ea9a,0.02110,0.02109156,973.29,Sell,FLR-USDT,2025-07-22T09:40:23.127526Z,c9dd3856-298d-4e46-be51-0a457dbeda71,2025-07-22T09:40:23.093000Z
18.9616068,USDT,0.50,0.02117153,895.26,0,okex,0.02118,0.0212,FLR,FLR,0.00758464272,USDT,okex,2706999878075850752,13562124,87526ab1-e9a2-4d6e-920f-ab05c399ea9a,0.02118,0.02117153,895.26,Sell,FLR-USDT,2025-07-22T09:41:23.108184Z,3a13793d-1e81-40f0-8f56-aac811711c19,2025-07-22T09:41:23.070000Z
12.0860425,USDT,-0.39,0.02117341,1141.00,0,bybit,0.021185,0.021203,FLR,FLR,0.00604302125,USDT,bybit,2000190454783804673,2260000001242381260,87526ab1-e9a2-4d6e-920f-ab05c399ea9a,0.021185,0.02117441,570.50,Sell,FLR-USDT,2025-07-22T09:41:23.121783Z,67bdca96-63de-41ad-a6cd-e00238198ef3,2025-07-22T09:41:23.082000Z
12.0849015,USDT,-0.39,0.02117341,1141.00,0,bybit,0.021185,0.021203,FLR,FLR,0.00604245075,USDT,bybit,2000190454783804673,2260000001242381261,87526ab1-e9a2-4d6e-920f-ab05c399ea9a,0.021183,0.02117241,570.50,Sell,FLR-USDT,2025-07-22T09:41:23.121869Z,85ceb44c-8b17-49d3-86be-3bcd64f13259,2025-07-22T09:41:23.082000Z
0.8684064,USDT,0,0.02115154,2123.58,0,okex,0.02116,0.02118,FLR,FLR,0.00034736256,USDT,okex,2707001891710869504,13562146,87526ab1-e9a2-4d6e-920f-ab05c399ea9a,0.02116,0.02115154,41.04,Sell,FLR-USDT,2025-07-22T09:42:23.111414Z,150c585f-fad7-4370-b1fe-89efd40cb1bf,2025-07-22T09:42:23.081000Z
21.0334632,USDT,0,0.02115154,2123.58,0,okex,0.02116,0.02118,FLR,FLR,0.00841338528,USDT,okex,2707001891710869504,13562147,87526ab1-e9a2-4d6e-920f-ab05c399ea9a,0.02116,0.02115154,994.02,Sell,FLR-USDT,2025-07-22T09:42:23.111450Z,ed6b73bb-6ccb-4303-8ee7-1bb55d11a8f9,2025-07-22T09:42:23.081000Z
23.0330832,USDT,0,0.02115154,2123.58,0,okex,0.02116,0.02118,FLR,FLR,0.00921323328,USDT,okex,2707001891710869504,13562148,87526ab1-e9a2-4d6e-920f-ab05c399ea9a,0.02116,0.02115154,1088.52,Sell,FLR-USDT,2025-07-22T09:42:23.114370Z,9d9d6685-beec-484e-a997-0de45242e333,2025-07-22T09:42:23.082000Z
44.6898871,USDT,0,0.02115642,2111.30,0,bybit,0.021167,0.021186,FLR,FLR,0.02234494355,USDT,bybit,2000191461391598848,2260000001242384578,87526ab1-e9a2-4d6e-920f-ab05c399ea9a,0.021167,0.02115642,2111.30,Sell,FLR-USDT,2025-07-22T09:43:23.117498Z,8965f86b-9d8b-4911-a301-a7c15c2aedf4,2025-07-22T09:43:23.079000Z
45.21504037,USDT,0,0.02115642,2136.11,0,bybit,0.021167,0.021179,FLR,FLR,0.022607520185,USDT,bybit,2000191964682913024,2260000001242385642,87526ab1-e9a2-4d6e-920f-ab05c399ea9a,0.021167,0.02115642,2136.11,Sell,FLR-USDT,2025-07-22T09:44:23.114348Z,62532647-e46b-4365-bc8a-5eaf47ea698a,2025-07-22T09:44:23.076000Z
12.22403905,USDT,0,0.02115771,2008.24,0,bybit,0.021169,0.021187,FLR,FLR,0.006112019525,USDT,bybit,2000192468041336064,2260000001242388018,87526ab1-e9a2-4d6e-920f-ab05c399ea9a,0.021169,0.02115842,577.45,Sell,FLR-USDT,2025-07-22T09:45:23.118824Z,d7bdb2a2-0cbd-452e-8d25-2b0f11ad1098,2025-07-22T09:45:23.080000Z
30.28696272,USDT,0,0.02115771,2008.24,0,bybit,0.021169,0.021187,FLR,FLR,0.01514348136,USDT,bybit,2000192468041336064,2260000001242388019,87526ab1-e9a2-4d6e-920f-ab05c399ea9a,0.021168,0.02115742,1430.79,Sell,FLR-USDT,2025-07-22T09:45:23.118895Z,6a7e6e54-ac0c-478b-8327-e89f70f9e10b,2025-07-22T09:45:23.080000Z
41.1327124,USDT,0,0.02115154,1943.89,0,okex,0.02116,0.02118,FLR,FLR,0.01645308496,USDT,okex,2707009945244311552,13562149,87526ab1-e9a2-4d6e-920f-ab05c399ea9a,0.02116,0.02115154,1943.89,Sell,FLR-USDT,2025-07-22T09:46:23.127537Z,d4cb9e11-2566-4b66-9252-8244e5d567d4,2025-07-22T09:46:23.095000Z
41.3134667,USDT,0,0.02116154,1951.51,0,okex,0.02117,0.02118,FLR,FLR,0.01652538668,USDT,okex,2707011957805588480,13562152,87526ab1-e9a2-4d6e-920f-ab05c399ea9a,0.02117,0.02116153,1951.51,Sell,FLR-USDT,2025-07-22T09:47:23.103217Z,3f24f5d7-c7f5-4323-b41f-70f933fa4fe7,2025-07-22T09:47:23.075000Z
44.8386748,USDT,0,0.02115154,2119.03,0,okex,0.02116,0.02118,FLR,FLR,0.01793546992,USDT,okex,2707013971105062915,13562157,87526ab1-e9a2-4d6e-920f-ab05c399ea9a,0.02116,0.02115154,2119.03,Sell,FLR-USDT,2025-07-22T09:48:23.103575Z,3d963b01-b45b-4170-85f7-11de3cdf3f47,2025-07-22T09:48:23.075000Z
42.4873834,USDT,0,0.02113155,2009.81,0,okex,0.02114,0.02116,FLR,FLR,0.01699495336,USDT,okex,2707015984639418368,13562161,87526ab1-e9a2-4d6e-920f-ab05c399ea9a,0.02114,0.02113154,2009.81,Sell,FLR-USDT,2025-07-22T09:49:23.112669Z,93197e0c-a113-4ddc-8111-9fedf0c1ef20,2025-07-22T09:49:23.084000Z
41.79220042,USDT,0,0.02111144,1978.61,0,bybit,0.021122,0.021137,FLR,FLR,0.02089610021,USDT,bybit,2000194984623736064,2260000001242397611,87526ab1-e9a2-4d6e-920f-ab05c399ea9a,0.021122,0.02111144,1978.61,Sell,FLR-USDT,2025-07-22T09:50:23.119215Z,0b9a34f5-4f25-4a6f-9b50-7b85721d6ff8,2025-07-22T09:50:23.080000Z
43.560106,USDT,0,0.02109156,2064.46,0,okex,0.0211,0.02112,FLR,FLR,0.0174240424,USDT,okex,2707020011271921664,13562172,87526ab1-e9a2-4d6e-920f-ab05c399ea9a,0.02110,0.02109156,2064.46,Sell,FLR-USDT,2025-07-22T09:51:23.122945Z,5765601a-7728-4901-873c-94affab61620,2025-07-22T09:51:23.087000Z
41.2850381,USDT,0,0.02110156,1955.71,0,okex,0.02111,0.02113,FLR,FLR,0.01651401524,USDT,okex,2707022024269406208,13562175,87526ab1-e9a2-4d6e-920f-ab05c399ea9a,0.02111,0.02110156,1955.71,Sell,FLR-USDT,2025-07-22T09:52:23.110187Z,f94c21cc-93e4-4475-a94c-b94ab5730a62,2025-07-22T09:52:23.078000Z
12.43674144,USDT,0,0.02113908,2139.99,0,bybit,0.021152,0.021173,FLR,FLR,0.00621837072,USDT,bybit,2000196494598341888,2260000001242401427,87526ab1-e9a2-4d6e-920f-ab05c399ea9a,0.021152,0.02114142,587.97,Sell,FLR-USDT,2025-07-22T09:53:23.122542Z,68b2ba17-881c-49ff-a80b-526ad09ba043,2025-07-22T09:53:23.084000Z
12.433662,USDT,0,0.02113908,2139.99,0,bybit,0.021152,0.021173,FLR,FLR,0.006216831,USDT,bybit,2000196494598341888,2260000001242401428,87526ab1-e9a2-4d6e-920f-ab05c399ea9a,0.021150,0.02113943,587.88,Sell,FLR-USDT,2025-07-22T09:53:23.122593Z,1611b83e-7d06-4c88-8ce8-8955687a8b24,2025-07-22T09:53:23.084000Z
12.30623268,USDT,0,0.02113908,2139.99,0,bybit,0.021152,0.021173,FLR,FLR,0.00615311634,USDT,bybit,2000196494598341888,2260000001242401429,87526ab1-e9a2-4d6e-920f-ab05c399ea9a,0.021148,0.02113743,581.91,Sell,FLR-USDT,2025-07-22T09:53:23.122625Z,de5a0035-3fad-4b12-8077-cbada70c1f90,2025-07-22T09:53:23.084000Z
